dt dx dy dz dyaw dpitch wx wy wz ax ay az gx gy gz gqw gqx gqy gqz
0.09996581  0.31032047 -0.05393020 0.00632919 -0.06090776 0.00363046 0.00434054  0.02787312 0.04111855 -0.57209128 1.42494774 -1.44802225 9.85141277  3.02025342 -1.43905914 -0.05249344 0.94614249 0.00948020 0.02276582 -0.32280990
0.09999299  0.32567817 -0.05365749 0.00427504 -0.05959488 0.00283785 0.00339756  0.03950616 0.03490845 -0.58252442 1.46552920 -1.60161269 9.70090008  3.24507689 -1.68046308 -0.06442089 0.93605423 0.01088572 0.02377036 -0.35088313
0.11018610  0.34017888 -0.05196486 0.00078153 -0.05835586 0.00101803 0.00373374  0.03390315 0.02696727 -0.57315981 1.69041991 -1.64148831 9.33885479  3.46697307 -1.94293332 -0.08156949 0.92538583 0.01210764 0.02384308 -0.37808195
0.09981799  0.36104563 -0.04831934 0.00013266 -0.05808457 0.00081862 0.00215872  0.03441435 0.00982246 -0.56426376 1.82875919 -1.43502319 9.32670307  3.69055367 -2.22986054 -0.10088638 0.91399378 0.01256240 0.02412180 -0.40481564
0.11002898  0.37993518 -0.03878766 0.00106268 -0.05644875 0.00229535 -0.00214258  0.01986967 0.00910840 -0.55851305 1.75304806 -1.32613409 9.82277679  3.91683221 -2.53688955 -0.12057575 0.90218967 0.01140417 0.02596324 -0.43040639
0.09994698  0.40191573 -0.03973027 0.00353220 -0.05282592 0.00156546 -0.00049650  -0.01466432 0.02160842 -0.54196203 1.78582025 -1.48879349 9.95905590  4.13854885 -2.87393737 -0.13975313 0.89048988 0.01084886 0.02706511 -0.45406777
0.10003209  0.42357826 -0.04177881 0.00398277 -0.04881940 0.00117924 0.00070586  -0.00371262 0.01441687 -0.51120800 1.82847095 -1.98346066 9.60668850  4.35318422 -3.24094629 -0.16014819 0.87912202 0.01077577 0.02767231 -0.47567064
0.11014104  0.44651717 -0.03810006 0.00709913 -0.04572717 0.00255273 0.00095538  0.00663099 0.01380251 -0.47620615 1.95745742 -1.76955211 10.00009060  4.56534243 -3.63529396 -0.17908302 0.86797613 0.01118756 0.02878255 -0.49564490
0.09988785  0.47120580 -0.03378673 0.00537415 -0.04300065 0.00038253 -0.00064040  0.00544030 0.02239994 -0.44221190 1.99152160 -1.48992121 9.64654732  4.77536726 -4.05785894 -0.20218088 0.85711759 0.01039009 0.02934500 -0.51417929
0.09996200  0.49281463 -0.03283538 0.00430171 -0.04091239 -0.00087472 0.00074187  -0.00377711 0.00617647 -0.41839126 1.87013602 -1.51678038 9.58948135  4.97796059 -4.50760984 -0.22753772 0.84643012 0.00986913 0.02898400 -0.53161883
0.11004114  0.51527423 -0.03440635 0.00279211 -0.03723903 -0.00273371 0.00320500  0.00651284 -0.00638190 -0.39877355 1.88421965 -1.81169939 9.48396492  5.17024088 -4.98612404 -0.25495464 0.83640975 0.00992008 0.02714239 -0.54734236
0.09997702  0.54093903 -0.03239639 0.00039981 -0.03207735 -0.00298572 0.00359481  0.02790723 -0.02413440 -0.35948095 1.92430794 -1.77089286 9.77252769  5.35660410 -5.49411678 -0.28456575 0.82754683 0.01013391 0.02505475 -0.56074578
0.10002398  0.56823194 -0.02617164 -0.00018394 -0.02753522 -0.00280616 0.00256376  0.03233158 -0.02857198 -0.31541276 1.95728660 -1.34657669 9.78027821  5.54246902 -6.03089619 -0.31447443 0.81977087 0.01003618 0.02330831 -0.57212913
0.11000586  0.59356236 -0.01972252 -0.00017688 -0.02205958 -0.00133424 0.00206924  0.02467721 -0.02654753 -0.27173087 1.96610558 -1.04771841 9.97810650  5.72828865 -6.59419680 -0.34394902 0.81341594 0.01023238 0.02227366 -0.58116579
0.09993601  0.62222677 -0.01652883 0.00157789 -0.01593003 0.00016070 0.00156581  0.02121802 -0.01331328 -0.21463744 1.89301825 -1.00341558 10.07468796  5.91398287 -7.18763018 -0.37216735 0.80875123 0.01073504 0.02195938 -0.58764273
0.11002111  0.64643776 -0.01249383 0.00298090 -0.01211739 0.00118690 0.00178326  0.01633104 -0.00063394 -0.16029219 1.80128288 -0.75691456 10.12635803  6.10152340 -7.80576420 -0.40020150 0.80515277 0.01167134 0.02197352 -0.59254533
0.10019302  0.67154473 -0.00710996 0.00367621 -0.01148295 0.00237572 -0.00072500  0.01313176 0.01206141 -0.12137948 1.78847575 -0.25100151 9.94094944  6.29413891 -8.44847393 -0.42952886 0.80171508 0.01196370 0.02320897 -0.59713578
0.09983802  0.69684225 -0.00507725 0.00402158 -0.01108130 0.00224860 -0.00118508  -0.00497190 0.02233634 -0.11309753 1.73582399 -0.02453266 9.67332745  6.48851061 -9.11693287 -0.46135810 0.79837489 0.01203819 0.02452896 -0.60154051
0.10992980  0.71635151 -0.00599939 0.00461515 -0.01049050 0.00192620 -0.00027386  -0.00886886 0.02305413 -0.10734199 1.67656720 -0.29544958 9.69158745  6.67992306 -9.80645275 -0.49512005 0.79518634 0.01238384 0.02544056 -0.60570467
0.10003018  0.73883677 -0.00685125 0.00558566 -0.01058888 0.00221856 -0.00054069  -0.00283074 0.02127267 -0.10219802 1.54196477 -0.34293917 9.80242729  6.86921549 -10.51981068 -0.53044438 0.79194301 0.01271143 0.02654914 -0.60988510
0.10011196  0.75713927 -0.00766883 0.00477929 -0.01090667 0.00170104 0.00038766  -0.00823152 0.02170020 -0.10156494 1.38563585 -0.32789913 9.63847446  7.05475044 -11.25289917 -0.56915724 0.78857988 0.01324169 0.02716974 -0.61418909
0.11002898  0.77389747 -0.00721037 0.00410933 -0.01051511 0.00111374 0.00050133  0.00317512 0.01665259 -0.10517597 1.25217485 -0.29440370 9.70862198  7.23675299 -12.00398827 -0.61071569 0.78532118 0.01363984 0.02752132 -0.61832613
0.09983802  0.79213524 -0.00600604 0.00405235 -0.01083786 0.00355079 -0.00084996  0.00564826 0.01278247 -0.10271080 0.99389458 -0.30970013 9.82028198  7.41624784 -12.77432728 -0.65419775 0.78191489 0.01426350 0.02924764 -0.62253529
0.09997988  0.79979956 -0.00445468 0.00465300 -0.01160371 0.00352455 -0.00119115  -0.00707587 0.03318423 -0.10387047 0.53791851 -0.09462863 9.64982986  7.59054375 -13.55356884 -0.70027691 0.77824593 0.01473510 0.03107486 -0.62701720
0.11003613  0.80577135 -0.00650597 0.00755272 -0.01239541 0.00482557 -0.00031214  -0.00788581 0.03325813 -0.11137810 0.15343463 -0.44156194 9.91042900  7.75505066 -14.34107685 -0.74650043 0.77427000 0.01594581 0.03313242 -0.63178635
0.09996986  0.80983168 -0.00803734 0.01029428 -0.01313571 0.00256956 -0.00012212  -0.00359909 0.04343197 -0.11904815 -0.16397986 -0.62777412 9.70532131  7.90905809 -15.13481903 -0.79396296 0.77006149 0.01649904 0.03426471 -0.63683516
0.11014414  0.81013447 -0.00860108 0.01183025 -0.01426238 0.00067051 0.00043579  -0.00165158 0.02696177 -0.12687831 -0.24913718 -0.53390050 9.43489170  8.05210590 -15.93092346 -0.84178686 0.76548541 0.01663641 0.03449817 -0.64231241
0.09986496  0.81608278 -0.00853076 0.01046048 -0.01459415 -0.00084133 -0.00039335  0.00206973 0.00759350 -0.13673687 -0.28281179 -0.70003027 9.48643208  8.18480110 -16.73470879 -0.89173919 0.76079571 0.01596206 0.03442604 -0.64788115
0.10000396  0.81988525 -0.01171916 0.01124973 -0.01657464 -0.00097830 0.00044210  -0.00237505 -0.00623082 -0.14144889 -0.25680795 -0.84736466 9.68410301  8.30324078 -17.54470825 -0.94018900 0.75541383 0.01552322 0.03404302 -0.65417892
0.10996294  0.82236397 -0.01293502 0.01249306 -0.02052616 -0.00134759 -0.00116380  0.00325775 -0.00779252 -0.15748321 -0.23693429 -0.78441846 9.80244732  8.40742779 -18.35933113 -0.98645705 0.74869162 0.01429137 0.03408125 -0.66188753
0.10001111  0.82773221 -0.01325905 0.01078680 -0.02554321 -0.00078002 -0.00291784  -0.01004767 -0.01329105 -0.19649757 -0.21710022 -1.10863066 9.82247448  8.49517918 -19.18124390 -1.03328621 0.74020976 0.01251320 0.03495179 -0.67135036
0.10023904  0.82898360 -0.01512145 0.00976638 -0.03016896 0.00011430 -0.00252224  -0.02478611 -0.00818834 -0.24170040 -0.20006472 -1.33153367 9.92919731  8.56017208 -20.00655365 -1.07993972 0.73001152 0.01110295 0.03603889 -0.68239367
0.10974789  0.83523881 -0.02004545 0.01039041 -0.03308184 -0.00012166 -0.00132557  -0.02387945 0.00069471 -0.28597015 -0.18285249 -1.93364453 9.74267864  8.59576607 -20.84009361 -1.12552261 0.71863371 0.00998680 0.03663411 -0.69435132
0.10006094  0.83675200 -0.02327519 0.01241295 -0.03430555 -0.00005082 0.00007172  -0.01218949 -0.00043766 -0.31591168 -0.23827527 -2.46711326 10.01943398  8.60067272 -21.67617035 -1.16795766 0.70661914 0.00936437 0.03675672 -0.70657670
0.10995603  0.83819234 -0.02461940 0.01213286 -0.03396698 -0.00079211 0.00104295  -0.00193507 -0.00095734 -0.32832980 -0.29352608 -2.56811500 9.82271194  8.57553291 -22.51340294 -1.20953953 0.69452775 0.00881641 0.03626071 -0.71849746
0.09999609  0.84050369 -0.02242557 0.01198297 -0.03289629 -0.00188252 -0.00000451  0.00626773 -0.00848039 -0.32614833 -0.37927362 -2.67145920 9.64618492  8.52408123 -23.35175514 -1.24967909 0.68265039 0.00753033 0.03575993 -0.72983080
0.10010910  0.84099472 -0.02054457 0.01138968 -0.03254546 -0.00244427 -0.00104548  -0.00067750 -0.01620724 -0.31860012 -0.33850753 -2.38037634 9.85649681  8.44695663 -24.18866920 -1.28776264 0.67073059 0.00569142 0.03544530 -0.74083179
0.10990882  0.84181327 -0.02591914 0.01051116 -0.03253061 -0.00357487 0.00366314  -0.00720218 -0.02222265 -0.31581011 -0.38646364 -2.61480570 9.99664688  8.33726978 -25.02302170 -1.32324100 0.65864700 0.00497701 0.03297917 -0.75171256
0.09993219  0.84312481 -0.03169369 0.00905783 -0.03175170 -0.00436098 0.00669415  0.03275025 -0.03632662 -0.31346071 -0.44495195 -2.93381453 9.94329262  8.19463921 -25.85401154 -1.35577655 0.64668798 0.00495566 0.02909307 -0.76218349
0.11010981  0.84022802 -0.03114795 0.01010438 -0.03075931 -0.00538053 0.00704356  0.05685439 -0.04089070 -0.30760768 -0.44418323 -2.56822610 10.06741714  8.02681828 -26.67752647 -1.38247168 0.63495350 0.00466684 0.02473856 -0.77214003
0.10020304  0.84347570 -0.03141239 0.00996190 -0.02927019 -0.00367639 0.00699145  0.06654739 -0.05069685 -0.29725605 -0.33771044 -2.67410922 10.31652069  7.83293295 -27.49879456 -1.40408564 0.62361628 0.00504804 0.02092635 -0.78143418
0.09975410  0.85020453 -0.03705010 0.01246251 -0.02865447 -0.00369317 0.00888436  0.06347661 -0.03908302 -0.28502235 -0.37831292 -2.29335141 10.38312817  7.60816526 -28.31953430 -1.41955423 0.61237395 0.00600870 0.01635491 -0.79037619
0.11007905  0.84306049 -0.03261204 0.01616594 -0.02721505 -0.00752735 0.00666627  0.08532719 -0.03914805 -0.27684551 -0.51186448 -2.26492214 10.06332779  7.36605930 -29.12786293 -1.42768967 0.60160750 0.00478502 0.01150887 -0.79869461
0.09990883  0.83361363 -0.03015575 0.01470024 -0.02672734 -0.01438501 0.00506569  0.06209501 -0.07515082 -0.26278451 -0.68397743 -1.77770591 9.92595100  7.10701418 -29.92090988 -1.43052852 0.59094965 0.00032558 0.00527840 -0.80669111
0.09999514  0.82826173 -0.02337447 0.00908590 -0.02630294 -0.01795369 0.00140003  0.04676563 -0.13106586 -0.25775132 -0.62979567 -1.52913022 9.96202946  6.83501196 -30.70362854 -1.42685533 0.58031851 -0.00664822 -0.00049715 -0.81436235
0.11012101  0.82462400 -0.01921942 0.00378679 -0.02681107 -0.01652572 -0.00049432  0.01518751 -0.16620657 -0.25423601 -0.40889490 -1.46388733 10.24550056  6.54775047 -31.47673416 -1.41353118 0.56932211 -0.01357400 -0.00508744 -0.82198673
0.09988999  0.83179832 -0.02287060 0.00656341 -0.02682513 -0.01020943 0.00249849  -0.00186175 -0.15502435 -0.25882980 -0.23878999 -1.61245418 11.42537308  6.23417568 -32.24694061 -1.38342798 0.55823380 -0.01704161 -0.00915485 -0.82945812
0.10997200  0.83301187 -0.02327901 0.00736242 -0.02574146 -0.00343600 0.00180212  0.02277704 -0.10579228 -0.25771657 -0.14489111 -1.88592339 11.67082119  5.89939022 -33.00908661 -1.34391773 0.54751158 -0.01786625 -0.01106781 -0.83653414
0.10003304  0.83412796 -0.02191539 0.00907413 -0.02484432 0.00160394 0.00214579  0.01241418 -0.03936966 -0.24884130 -0.19885769 -1.57599187 10.52287292  5.54596376 -33.76372147 -1.29978609 0.53710490 -0.01647485 -0.01176291 -0.84327251
0.09996080  0.83453494 -0.02195649 0.01193781 -0.02266344 0.00594853 0.00253086  0.01858472 0.01166429 -0.24052586 -0.25919622 -1.60227716 10.50962830  5.17366076 -34.50963211 -1.25417197 0.52756518 -0.01314680 -0.01145461 -0.84933561
0.11017799  0.82903653 -0.02539421 0.01542981 -0.02042941 0.00603426 0.00581359  0.02426320 0.05144988 -0.22140086 -0.36224499 -1.53455627 10.07128811  4.78378725 -35.24056244 -1.21035957 0.51892287 -0.00894201 -0.01250721 -0.85468280
0.09978414  0.82205462 -0.02040608 0.01826460 -0.01592234 0.00012724 0.00351764  0.05500979 0.04963686 -0.19687048 -0.61143112 -1.45003092 9.00337601  4.38652802 -35.95959854 -1.16911447 0.51211768 -0.00788680 -0.01405586 -0.85876405
0.10003686  0.81168973 -0.01427328 0.01403367 -0.01295201 -0.00202227 0.00257032  0.03206802 0.00638269 -0.15802209 -0.59102559 -0.60282415 9.13246346  3.98812437 -36.66612625 -1.13263690 0.50654179 -0.00801629 -0.01572668 -0.86203468
0.10996914  0.80380851 -0.01223800 0.01207615 -0.01151249 -0.00267383 0.00158958  0.02870569 -0.01584999 -0.13157925 -0.64598924 -0.69440013 9.54636192  3.58619285 -37.36152267 -1.09688497 0.50155687 -0.00868334 -0.01713053 -0.86491144
0.10001588  0.80025208 -0.00125783 0.01425518 -0.01191301 -0.00344125 -0.00608403  0.00984692 -0.02459226 -0.11301997 -0.48210853 -0.09103330 9.54995060  3.18756056 -38.05441666 -1.05689478 0.49633291 -0.01158434 -0.01539589 -0.86791843
0.11009312  0.80359733 -0.00007852 0.01249651 -0.01332938 0.00150694 -0.00284721  -0.05397161 -0.02481035 -0.11567675 -0.15509689 0.29489329 10.43354416  2.78009820 -38.74595642 -1.01596832 0.49053314 -0.01152338 -0.01386287 -0.87123603
0.09988689  0.80428982 -0.01355442 0.01111420 -0.01041352 -0.00086679 0.00226402  -0.02025319 0.00083824 -0.12422173 -0.19686545 -1.18726814 9.27049065  2.35156512 -39.42573547 -0.97794735 0.48599720 -0.01127959 -0.01512241 -0.87375671
0.10004616  0.80994886 -0.01259114 0.01242382 -0.00863645 -0.00176219 0.00334543  0.01520360 -0.00820836 -0.10059617 0.58624244 -0.82832432 9.78812790  1.91379571 -40.10623550 -0.93785661 0.48222542 -0.01117927 -0.01706086 -0.87580967
0.10997891  0.82249188 -0.00445677 0.00951049 -0.00480302 -0.00354372 0.00064798  0.02754352 -0.01451542 -0.08515519 0.87568408 0.17942084 9.96593380  1.47029960 -40.79789352 -0.89879972 0.48009384 -0.01253656 -0.01822245 -0.87693822
0.09997010  0.83860552 -0.00095293 0.00434547 0.00016938 -0.00230970 -0.00006465  0.01658565 -0.03934314 -0.04406807 1.22660351 -0.15500222 9.35971928  1.01775491 -41.50293350 -0.86136550 0.48014629 -0.01356631 -0.01874756 -0.87688315
0.10017395  0.85815054 0.00043508 0.00703096 0.00361227 0.00058409 0.00213153  0.00170289 -0.02431443 -0.00387396 1.46126950 0.43508571 10.24965000  0.55600435 -42.22502518 -0.81846678 0.48174867 -0.01283088 -0.01951596 -0.87599814
0.10983801  0.87627059 0.00820496 0.00741057 0.00673516 0.00115696 -0.00137787  0.01758834 0.00022132 0.02983655 1.53259706 0.76489186 10.15162754  0.09371168 -42.96822357 -0.77470994 0.48469844 -0.01272465 -0.01858986 -0.87439114
0.09996891  0.89168864 0.01383783 0.00676976 0.00806286 0.00009079 -0.00170804  -0.01208609 0.00723611 0.06217628 1.51948154 1.25305152 9.58172131  -0.36695012 -43.73064804 -0.73175633 0.48820931 -0.01317683 -0.01777117 -0.87244612
0.10003304  0.90838289 0.01324370 0.00637299 0.00826686 -0.00023267 -0.00133335  -0.01606128 0.00347269 0.07714362 1.55484796 1.21863341 9.75691414  -0.83067036 -44.51069260 -0.68850130 0.49180028 -0.01367931 -0.01719347 -0.87043077
0.10997987  0.92471355 0.01328298 0.00643045 0.00740341 0.00029961 -0.00242973  -0.01082771 -0.00242265 0.08114760 1.60603988 1.15495253 9.82781219  -1.29629862 -45.30852890 -0.64419895 0.49500462 -0.01421411 -0.01601330 -0.86862648
0.10003018  0.94246453 0.01527245 0.00807042 0.00542781 -0.00007903 -0.00394369  -0.02407487 0.00249093 0.07240535 1.66931975 1.36945355 9.74722004  -1.76330709 -46.12601089 -0.59771204 0.49733037 -0.01527248 -0.01428415 -0.86730915
0.10997581  0.96108341 0.01560233 0.01034771 0.00203011 0.00093503 -0.00451333  -0.03621299 -0.00136622 0.05405154 1.73545933 1.26541293 9.71086693  -2.23492455 -46.96216202 -0.54810786 0.49818227 -0.01600599 -0.01207959 -0.86684042
0.10001016  0.97663546 0.01200007 0.01071156 -0.00033125 0.00121843 -0.00324394  -0.03833996 0.00690236 0.02230235 1.64700770 0.74018586 9.88325500  -2.71574855 -47.81093979 -0.49848962 0.49802020 -0.01628364 -0.01037267 -0.86695045
0.10001493  0.99044108 0.00872660 0.01138676 -0.00114498 0.00081789 -0.00158757  -0.03365518 0.01088198 0.00114871 1.46338749 0.48785385 9.82258224  -3.20661545 -48.66987610 -0.44889876 0.49751520 -0.01631798 -0.00949012 -0.86724985
0.11021113  1.00120449 0.00755701 0.00939739 -0.00049844 0.00066154 -0.00009363  -0.01504466 0.00638128 -0.00843002 1.27812779 0.11280619 9.70093822  -3.70494699 -49.53705215 -0.40171441 0.49730143 -0.01605199 -0.00928909 -0.86737961
0.09984779  1.01731861 0.00633322 0.00819376 -0.00021968 0.00089337 -0.00006865  -0.00341655 0.00646881 -0.00459867 1.23082876 0.15561062 9.65734482  -4.21293974 -50.41732407 -0.35579780 0.49720967 -0.01568056 -0.00903898 -0.86744159
0.09990311  1.02891731 0.00713227 0.00980962 -0.00002997 0.00073163 0.00018681  -0.00103625 0.01118823 -0.00253186 1.13781929 0.37369156 9.89353848  -4.72628546 -51.30787277 -0.30875489 0.49720141 -0.01531666 -0.00893836 -0.86745387
0.11000299  1.03474903 0.00638444 0.01096185 -0.00007347 0.00041077 -0.00032082  0.00205047 0.00752137 -0.00078939 0.96867228 0.34019405 9.78219509  -5.24324703 -52.20305252 -0.26110461 0.49716893 -0.01521791 -0.00869765 -0.86747670
0.10011101  1.04121172 0.00976588 0.01283614 -0.00019210 0.00082248 -0.00165326  -0.00469230 0.00357916 0.00013677 0.68736309 0.49528423 9.83134937  -5.76059532 -53.10543823 -0.21178150 0.49707669 -0.01527122 -0.00777756 -0.86753738
0.11006594  1.03866017 0.00788639 0.01474817 0.00006610 0.00086738 -0.00050298  -0.01424676 0.00723097 -0.00194144 0.10988896 0.53517199 9.92955112  -6.27841568 -54.00456619 -0.16150321 0.49710491 -0.01502026 -0.00734329 -0.86752933
0.09984016  1.03675032 0.00880039 0.01745574 0.00066841 0.00003923 -0.00116816  -0.00481453 0.00899372 0.00061378 -0.09505481 0.35823590 9.87336636  -6.79438877 -54.90250778 -0.10948866 0.49738613 -0.01529621 -0.00682190 -0.86736757
0.09996796  1.03478718 0.00864707 0.01656775 0.00136922 0.00141270 -0.00044586  -0.00879676 0.00201281 0.00731654 -0.21049528 0.46699393 9.78053570  -7.30890369 -55.79906082 -0.05847917 0.49798122 -0.01479946 -0.00626639 -0.86703891
0.10999084  1.03445637 0.00818760 0.01773576 0.00236560 0.00281217 0.00051614  -0.00477597 0.01277677 0.01338608 -0.22372477 0.34497720 9.94300079  -7.82243061 -56.69583511 -0.00778046 0.49901819 -0.01345977 -0.00577084 -0.86646777
0.09998918  1.03177321 0.00842821 0.01876573 0.00278760 0.00197553 0.00042192  0.00315940 0.02315635 0.02209441 -0.23062292 0.49810344 9.74745846  -8.33234787 -57.59170532 0.04095681 0.50023347 -0.01250709 -0.00544062 -0.86578315
0.10014296  1.02692652 0.00794109 0.01879009 0.00266658 0.00062765 0.00033796  0.00223919 0.01934104 0.02606517 -0.18119015 0.69532388 9.45862484  -8.83782578 -58.48463058 0.08754507 0.50139111 -0.01215811 -0.00541277 -0.86511838
0.10992193  1.02532208 0.00633752 0.01909171 0.00247462 -0.00024311 0.00072131  0.00527422 0.00734835 0.02723274 -0.24899890 0.50246274 9.50573826  -9.34153080 -59.37672806 0.13374647 0.50246489 -0.01208866 -0.00577059 -0.86449385
0.09994292  1.02324116 0.00638305 0.01875571 0.00101693 -0.00046636 -0.00012515  0.00537044 0.00072221 0.02459913 -0.37852880 0.60006380 9.91091347  -9.84196568 -60.26827621 0.17980233 0.50290221 -0.01232459 -0.00582763 -0.86423576
0.11001420  1.01499367 0.00691899 0.02027783 -0.00059469 -0.00191420 -0.00061966  -0.00022856 -0.00452377 0.01153950 -0.43057883 0.58956742 9.69082642  -10.33691788 -61.15338135 0.22762799 0.50263536 -0.01330588 -0.00604456 -0.86437500
0.09999490  1.01116145 0.00677755 0.01847713 -0.00323342 -0.00273219 -0.00142845  -0.00728591 -0.01714106 -0.00646006 -0.44970250 0.50097585 9.92626476  -10.83059311 -62.03475952 0.27548093 0.50121802 -0.01483599 -0.00613287 -0.86517215
0.10014391  1.00582421 0.00465731 0.01668013 -0.00502911 -0.00139704 -0.00128321  -0.01260825 -0.02457698 -0.02782349 -0.33913401 0.18205287 9.85568142  -11.32624435 -62.90879822 0.32413712 0.49902648 -0.01574592 -0.00596285 -0.86642319
0.10989118  1.00759745 0.00126342 0.01553987 -0.00629729 0.00165598 0.00035425  -0.01455177 -0.01341120 -0.04610782 -0.25367719 0.06398831 9.96985817  -11.83007908 -63.78014374 0.37315041 0.49630341 -0.01492047 -0.00575521 -0.86800182
0.09993196  1.00311720 -0.00482593 0.02137681 -0.00640533 0.00383812 0.00120702  0.01217726 0.01963404 -0.05994696 -0.21328640 -0.43295479 10.38061333  -12.34230709 -64.64126587 0.42625272 0.49353907 -0.01293529 -0.00538068 -0.86961079
0.11000586  0.99558884 0.00272641 0.02227948 -0.00596276 0.00097860 -0.00271249  0.00288232 0.03040112 -0.06053728 -0.36200210 -0.33849713 9.54461384  -12.84982586 -65.49662018 0.47619998 0.49092942 -0.01315880 -0.00399760 -0.87109077
0.09999704  0.98793912 -0.00262872 0.02166235 -0.00584115 -0.00206647 0.00196518  -0.02467645 0.00812609 -0.05973109 -0.40263587 -0.01797620 9.62774849  -13.36305046 -66.33969116 0.52439606 0.48839238 -0.01356870 -0.00539794 -0.87250191
0.10009503  0.98199755 -0.00153600 0.01978818 -0.00565687 -0.00276389 0.00014167  0.02166893 -0.02126434 -0.05668364 -0.56596428 -0.34232560 9.51949883  -13.87716579 -67.17520142 0.57261056 0.48591569 -0.01472660 -0.00616970 -0.87385982
0.10989213  0.98134822 0.00237244 0.01926210 -0.00569684 -0.00102119 -0.00185369  0.00604707 -0.02444009 -0.05477509 -0.26803389 -0.27596921 10.24455452  -14.39227200 -68.00920105 0.62299651 0.48340711 -0.01560391 -0.00564725 -0.87523836
0.10000300  0.97615272 0.00073871 0.01825134 -0.00443336 -0.00116483 -0.00112689  -0.01255546 -0.01460221 -0.05386590 -0.39994410 -0.29306424 9.92368031  -14.91070557 -68.83497620 0.67322648 0.48145327 -0.01637300 -0.00546849 -0.87630177
0.10007286  0.97420192 -0.00098201 0.01533675 -0.00387831 0.00143264 0.00056727  -0.01337436 -0.01066881 -0.04357900 -0.41550791 -0.26034859 9.95664883  -15.43321991 -69.65591431 0.72164506 0.47976133 -0.01559791 -0.00540539 -0.87724370
